"","doc_id","text","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"158","0tgVpDi06FyKpA1z0VMD4v","I found a love for me;Oh darling, just dive right in and follow my lead;Well, I found a girl, beautiful and sweet;Oh, I never knew you were the someone waiting for me'Cause we were just kids when we fell in love;Not knowing what it was;I will not give you up this time;But darling, just kiss me slow, your heart is all I own;And in your eyes, you're holding mine;Baby, I'm dancing in the dark with you between my arms;Barefoot on the grass, listening to our favourite song;When you said you looked a mess, I whispered underneath my breath;But you heard it, darling, you look perfect tonight;Well I found a woman, stronger than anyone I know;She shares my dreams, I hope that someday I'll share her home;I found a love, to carry more than just my secrets;To carry love, to carry children of our own;We are still kids, but we're so in love;Fighting against all odds;I know we'll be alright this time;Darling, just hold my hand;Be my girl, I'll be your man;I see my future in your eyes;Baby, I'm dancing in the dark, with you between my arms;Barefoot on the grass, listening to our favorite song;When I saw you in that dress, looking so beautiful;I don't deserve this, darling, you look perfect tonight;Baby, I'm dancing in the dark, with you between my arms;Barefoot on the grass, listening to our favorite song;I have faith in what I see;Now I know I have met an angel in person;And she looks perfect;I don't deserve this;You look perfect tonight",0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05
"196","0Yde1VrWbGF2Tus2AQhMuT","Oh  oh  oh Oh oh  oh Oh oh  oh  oh  oh We couldn't turn around 'til we were upside down I'll be the bad guy now  but know I ain't too proud couldn't be there even when I tried don't believe it  we do this every time Seasons change and our love went cold the flame 'cause we can't let go Run away  but we're running in circles Run away  run away I dare you to do something waiting on you again  so I don't take the blame Run away  but we're running in circles Run away  run away  run away Let go  I got a feeling that it's time to let go I said so  I knew that this was doomed from the get-go You thought that it was special  special But it was just the sex though  the sex though And I still hear the echoes (The echoes) I got a feeling that it's time to let it go  let it go Seasons change and our love went cold Feed the flame 'cause we can't let go Run away  but we're running in circles Run away  run away I dare you to do something I'm waiting on you again  so I don't take the blame Run away  but we're running in circles Run away  run away  run away Maybe you don't understand what I'm going through It's only me  what you got to lose  Make up your mind  tell me  what are you gonna do  It's only me  let it go Seasons change and our love went cold Feed the flame 'cause we can't let go Run away  but we're running in circles Run away  run away I dare you to do something I'm waiting on you again  so I don't take the blame Run away  but we're running in circles Run away  run away  run away",0.703,0.756,0,-3.407,1,0.0376,0.222,0.00281,0.0829,0.536,119.999
"203","1000nHvUdawXuUHgBod4Wv","D-D-Daytrip took it to ten (Hey);Ayy, Panini, don't you be a meanie;Thought you wanted me to go up;Why you tryna keep me teeny? I;It's a dream, he wished it on a genie;I got fans finally, ain't you wanting them to see me? I;I thought you want this for my life, for my life;Said you wanted to see me thrive, you lied;Just say to me what you want from me;Just say to me what you want from me;Ayy, Panini, don't you be a meanie;Thought you wanted me to go up;Why you tryna keep me teeny now?;Now they need me, number one on streaming;Oh yeah, you used to love me;So what happened, what's the meaning? I;I thought you want this for my life, for my life;Said you wanted to see me thrive, you lied;Now when it's all done, I get the upper hand;I need a big Benz, not another fan;But I still want you as a fan;I'ma need to sit down, don't mean to make demands;But I need you to...;Say to me what you want from me;Just say to me what you want from me;D-D-Daytrip took it to ten (Hey)",0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848
"208","116H0KvKr2Zl4RPuVBruDO","Bad Bunny  baby  Yeh-yeh-yeh-yeh YeahTodos pendiente' a ti Pero puesta pa' Haciendo que me odien (Yeh-yeh-yeh) Porque todos te quieren probar (Ah) Lo que no saben es que no te dejas llevar de cualquiera Y todos te quieren probar (Nah) Lo que no saben es que hoy yo te voy a buscar (Yeh-yeh) Dile que eres  sabe' que eres  misma lo Cuando yo te lo (Yeh) Dile que eres  sabe' que eres  a me lo Cuando yo te lo (Yeah-yeah-yeah-yeah)  yo soy fan de tu caminar Te doy todo lo  hasta mi respirar (Yeh) Contigo veo todo como en espiral (Yeh) Quiero tirarnos fotos y que se hagan viral (Ja) Tus ojos me concentran como Adderall Contigo me sube el overall (Yeh) Te toco y hasta el mundo deja de girar A nosotros ni la muerte nos va a separar (Wah)  yo soy tuyo na' (Na' Diles que conmigo te vas Que dejen de tirarte (Rrr) Que a ti nadie va a tocarte Dile que eres  sabe' que eres  a me lo a me lo Cuando yo te lo (Cuando yo te lo  yeh) Dile que eres  sabe' que eres  a me lo a me lo Cuando yo te lo (Cuando yo te lo Yo soy tu Romeo  pero no Santo (No) A estos bobos con la forty los espanto (Plo-plo) Muchas me quieren desde que yo canto (Ja) Pero yo soy tuyo na' Yo soy tu Romeo  pero no Santo (Yeh) A estos bobos con la forty los espanto Muchas me quieren desde que yo canto Pero yo soy tuyo na' Dile que eres desde la high (Desde la high  yeh) El yerno favorito de tu mai' (De tu mai') El capo que to' las Jordans y las Nike (Y las Nike  Dile a estos bobos que dejen de darte like (De darte like) Quiero noche entera Pa' recordar los tiempos en la escalera (La escalera) Dile que yo no soy cualquiera Yo soy tu primero  eres mi primera (Yah-yah-yah) Porque todos te quieren probar Lo que no saben es que no te dejas llevar de cualquiera (No-no-no-no) Y todos te quieren probar Lo que no saben es que hoy yo te voy a buscar (Yeh-yeh  Dile que eres  sabe' que eres  misma lo misma lo Cuando yo te lo (Cuando yo te lo Dile que eres  sabe' que eres  misma lo misma lo Cuando yo te lo (Cuando yo te lo",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062
"216","132ALUzVLmqYB4UsBj5qD6","O-O-Ovy On The Drums  la duda La noche e' pero conmigo e' segura de la amargura Y llevarte a tu debida altura De tu' locuras  de tus ideas De tu cultura y de tu ciencia  Eso no lo  pero esta noche- De no te escapas Esta noche no me guardo la' palabras siempre con tener esta velada Y que tengo que contarte a ti Que de no te escapas Esta noche no me guardo la' palabras siempre con tener esta velada Y que tengo que contarte a ti Como y Eva  tengamo' nuestro pecado Como do' ladrone': un secreto bien guardado Un camino y un destino asegurado Donde esto' fugitivo' sean amados Y como y Eva  tengamo' nuestro pecado Como do' ladrone': un secreto bien guardado Un camino y un destino asegurado Donde esto' fugitivo' sean amados (Ey) vive' con otro y yo medio a solas A no me quieren  no te valora no te saluda ni te dice ""Hola"" Y a no me hablan a ninguna hora Vives en una esquina y yo vivo en la otra Y te miro to' el a ver e' la hora Para acercarme  quiero sentirte  quiero mirarte  ma' Para hablarte  quiero contarte  quiero explicarte  ma' Que no soy alguien interesante  un cobarde Que hizo bastante para este poderse acercar  Ya no puedo  tiene' que escuchar Lo que vine a ofrecer  ey De no te escapas (No) Esta noche no me guardo las palabras (Yeh) siempre con tener esta velada Y que tengo que contarte a ti Como y Eva  tengamo' nuestro pecado Como do' ladrone': un secreto bien guardado Un camino y un destino asegurado (Woh-oh  yeh-eh) Donde esto' fugitivo' sean amados Y como y Eva  tengamo' nuestro pecado (Woh) Como do' ladrone': un secreto bien guardado (Yeh) Un camino y un destino asegurado (Woh-oh  yeh-eh) Donde esto' fugitivo' sean amados Como y Eva (Ey) Como y Eva (Ah) Como y Eva Como y Eva  la duda La noche e' pero conmigo e' segura de la amargura Y llevarte a tu debida altura De tu' locuras  de tus ideas De tu cultura y de tu ciencia  Eso no lo  pero esta noche- que soy muy molesto  pero quiero decirte que    De no te escapas (No) Esta noche no me guardo la' palabra' (Yeh) siempre con tener esta velada (-la  -la  -la  -la  -la) Y que tengo que contarte a ti Que de no te escapas (No) Esta noche no me guardo la' palabra' (Yeh) siempre con tener esta velada (Woh-oh  yeh-eh) Y que tengo que contarte a ti (Yeh) Ovy On The Drums  On The Drums  On The Drums (Woh) Paulo Londra  ey (Yeh) Big Ligas Lo' Mayore'  ah The Kristoman  ey (Woh) Leone' Con Flow (Yeh) Oh  oh  oh  oh (Woh-oh  yeh-eh) Yeh-eh-eh (Yeh-eh) Como y Eva  ey (Sencillo  yeh-eh-eh) Como y Eva  ah (Yeh-eh-eh) Como y Eva Como y Eva (Yeh-eh-eh)",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993
"220","14JzyD6FlBD5z0wV5P07YI","Don't you know I'm no good for you?;I've learned to lose you, can't afford to;Tore my shirt to stop you bleedin';But nothin' ever stops you leavin';Quiet when I'm coming home and I'm on my own;I could lie, say I like it like that, like it like that;I could lie, say I like it like that, like it like that;Don't you know too much already?;I'll only hurt you if you let me;Call me friend, but keep me closer (Call me back);And I'll call you when the party's over;Quiet when I'm coming home and I'm on my own;And I could lie, say I like it like that, like it like that;Yeah, I could lie, say I like it like that, like it like that;But nothin' is better sometimes;Once we've both said our goodbyes;Let's just let it go;Let me let you go;Quiet when I'm coming home and I'm on my own;I could lie, say I like it like that, like it like that;I could lie, say I like it like that, like it like that",0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001
"223","14msK75pk3pA33pzPVNtBF","Yeah, breakfast at Tiffany's and bottles of bubbles;Girls with tattoos who like getting in trouble;Lashes and diamonds, ATM machines;Buy myself all of my favorite things (Yeah);Been through some bad shit, I should be a sad bitch;Who woulda thought it'd turn me to a savage?;Rather be tied up with calls and not strings;Write my own checks like I write what I sing, yeah (Yeah);My wrist, stop watchin', my neck is flossy;Make big deposits, my gloss is poppin'You like my hair? Gee, thanks, just bought it;I see it, I like it, I want it, I got it (Yeah);I want it, I got it, I want it, I got it;I want it, I got it, I want it, I got it;You like my hair? Gee, thanks, just bought it;I see it, I like it, I want it, I got it (Yep);Wearing a ring, but ain't gon' be no ""Mrs.""Bought matching diamonds for six of my bitches;I'd rather spoil all my friends with my riches;Think retail therapy my new addiction;Whoever said money can't solve your problems;Must not have had enough money to solve 'em;They say, ""Which one?"" I say, ""Nah, I want all of 'em""Happiness is the same price as red-bottoms;My smile is beamin' (Yeah), my skin is gleamin' (Is gleamin');The way it shine, I know you've seen it (You've seen it);I bought a crib just for (Just for) the closet (Closet);Both his and hers, I want it, I got it, yeah;I want it, I got it, I want it, I got it;I want it, I got it, I want it, I got it (Baby);You like my hair? Gee, thanks, just bought it (Oh yeah);I see it, I like it, I want it, I got it (Yep);Yeah, my receipts be lookin' like phone numbers;If it ain't money, then wrong number;Black card is my business card;The way it be settin' the tone for me;I don't mean to brag, but I be like, ""Put it in the bag,"" yeah;When you see them racks, they stacked up like my ass, yeah;Shoot, go from the store to the booth;Make it all back in one loop, gimme the loot;Never mind, I got a juice;Nothing but net when we shoot;Look at my neck, look at my jet;Ain't got enough money to pay me respect;Ain't no budget when I'm on the set;If I like it, then that's what I get, yeah;I want it, I got it, I want it, I got it (Oh yeah);I want it, I got it, I want it, I got it (Oh yeah, yeah);You like my hair? Gee, thanks, just bought it;I see it, I like it, I want it, I got it (I see, yep)",0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142
"249","1c0hsvHLELX6y8qymnpLKL","Lu-Lu-Lunay Ella lo que quiere e' joder  vacilar Solita pa' romper la disco Ella lo que quiere e' joder  vacilar (Chi  chi  chi) Dale hasta abajo  pata' abajo sin parar Y estar soltera de moda Por eso ella no se enamora Estar soltera de moda Por eso no va a cambiar (Ella no va a cambiar) Estar soltera de moda Por eso ella no se enamora -Tar soltera de moda (She) Por eso no va a cam-cam-cambiar Que nadie le reclame Celu' en modo  no quiere que la llamen Le da lo mismo que la quieran o la amen Vacilar y joder  eso' son su plane' Y por ahora eso no va a cambiar Cero compromiso'  solo quiere bellaquear Porque no quiere que nadie le vuelva a fallar Beber y joder  no se va a amarrar Y por ahora eso no va a cambiar Cero compromiso'  solo quiere bellaquear Porque no quiere que nadie le vuelva a fallar Beber y joder  no se va a amarrar Ella lo que quiere e' joder  vacilar Solita pa' romper la disco Ella lo que quiere e' joder  vacilar (Chi  chi  chi) Dale hasta abajo  pata' abajo sin parar Y estar soltera de moda Por eso ella no se enamora Estar soltera de moda Por eso no va a cambiar (Ella no va a cambiar) Estar soltera de moda Por eso ella no se enamora -Tar soltera de moda (Chi) Por eso no va a cam-cam-cambiar Pon  ponte-ponte pa' la vuelta  que yo voy pa'l party Si no  nos vemo'  mami  en el after party Ponte pa'l problema   ver Lo que empezamo' lo matamo' en el motel suelta por  yo estoy suelto por wiki wiki  como dice Yaviah el  a pasear la Tiene la mente A ella no hay la amanse Fuma y se va en un trance Perreando no pierde el balance To'as le tiran y no al alcance En el romance yo no creo que ella avance  yeah Y por ahora eso no va a cambiar Cero compromiso'  solo quiere bellaquear Porque no quiere que nadie le vuelva a fallar Beber y joder  no se va a amarrar Ella lo que quiere e' joder  vacilar Solita pa' romper la disco Ella lo que quiere e' joder  vacilar (Chi  chi  chi) Dale hasta abajo  pata' abajo sin parar Y estar soltera de moda Por eso ella no se enamora Estar soltera de moda Por eso no va a cambiar (Ella no va a cambiar) Estar soltera de moda Por eso ella no se enamora -Tar soltera de moda Por eso no va a cam-cam-cambiar Ponte-ponte pa' la vuelta Ponte-ponte pa'l party-pa'l party  pa-party  el party Ponte-Pon  ponte pa'l problema   ver Da-dale deja-dale  ver Yeh  yeh Lu-Lu-Lunay Chri-Chri  Chri-Chri-Chris Jeday  yeh Gaby-Gaby Music Nino Magic Rhytms  yeh Lu-Lu P R  en la casa Ey  (Candy  Candy  Dulce Como Candy) Lu-Lu-Lunay",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016
"254","1DFD5Fotzgn6yYXkYsKiGs","Show me a piece of your heart, a piece of your love;I'm calling you up to gettin' down, down, down;The way that we touch is never enough;I'm turning you up to gettin' down, down;Show me a piece of your heart, a piece of your love;I'm calling you up to gettin' down, down, down;The way that we touch is never enough;I'm turning you up to gettin' down, down, down;What? Sorry, just quickly;What if it's da, da, da, uh, uh;Da, da, da, uh, uh;Down, down, down;Uh, da, da, da, uh, uh;Da, da, da, uh, uh;Da, da, da, uh, uh;Da, da, da;Uh, da, da, da, uh, uh;Da, da, da, uh, uh;Da, da, da, uh, uh;Down, down, down;Show me a piece of you, show me a part of you;I'll be what you want;And if it's physical, keep it subliminal;Show me what you want;Show me a piece of you, show me a part of you;I'll be what you want;And if it's physical, keep it subliminal;Show me what you want;Show me a piece of your heart, a piece of your love;I'm calling you up to gettin' down, down, down;The way that we touch is never enough;I'm turning you up to gettin' down, down, down;Da, da, da, uh, uh;Da, da, da, uh, uh;Da, da, da, uh, uh;Down, down, down;Uh, da, da, da, uh, uh;Da, da, da, uh, uh;Da, da, da, uh, uh;Da, da, da;Uh, da, da, da, uh, uh;Da, da, da, uh, uh;Da, da, da, uh, uh;Down, down, down;Show me a piece of you, show me a part of you;I'll be what you want;And if it's physical, keep it subliminal;Show me what you want",0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08
"262","1Ej96GIBCTvgH7tNX1r3qr","Sigue otro trago Su ex-novio con otra (Ah-ah) Los amigos subieron un estado (Ah-ah-ah  ah-ah) Que hoy de farra se van Te siendo mejor que ella (No-no-no-no  no-oh-oh) Por mujeres y un par de botellas (No-no-no-no  no-oh-oh) Por amigos que no son amigos en (En  ice) Porque que te van a escribir cuando se va (Everybody go to the discotek) Y ahora a lo oscuro y sin disimulo (Eso e' Olvidando la' pena' la (Ah) Ahora hace lo que quiere cuando quiere (Oh-oh) Y si no quiere  eres otro que se jode (Here we go again!) Cuando el DJ pone la (Eso e' Ella baila como nunca (Pa' que sepa) Y ahora a lo oscuro (Oh-oh)  y sin disimulo (Oh-oh) Olvidando la' pena' la Cuando el DJ pone la Ella baila como nunca (The Real Ahora hace lo que quiere cuando quiere Y si no quiere  eres otro que se jode (Woh  woh  stop that shit  nigga) Ahora pa' ella los son grise' (Eso e' Porque su' no son felice' Lo que eran beso'  ahora son cicatrice' (Pa' que sepa) soltera y pa' la calle dice Deja que yo te coja y te monte en la Mercede' roja (Eso e' Voy a que eso abajo se te moja (Se te moja  Pa' que conmigo (Here we go again!) Mientra' de to' lo malo te despoja Hazle las maleti'  que hace tiempo que se de ti (Eso e' Yo quiero financiarte  ma'  yo quiero darte el peti' (Oh-oh) linda con tu cuerpecito petite Y esa barriguita con cuadrito que Tetri' Baby  what you look   desayunamo' Froot Loops (Oh my god!) Yo voy a darte y eso lo' sabe' Entramo' al cuarto  pero no apague' la lu' Que yo vo'a castigarte e' por tu mala actitud (Hi  sweety  listen) Cuando el DJ pone la (Eso e' Ella baila como nunca (Pa' que sepa) Y ahora a lo oscuro (Oh-oh)  y sin disimulo (Oh-oh) Olvidando la' pena' la Cuando el DJ pone la Ella baila como nunca (The Real Ahora hace lo que quiere cuando quiere Y si no quiere  eres otro que se jode Cuando el DJ pone la  (-ca) Ella se va hasta abajo con toda su gang (Woh  oh) Ahora baila  fuma  toma sola Llega a la casa y no le dicen na' vida  pa' que nunca se le acabe a ella borracha  pero pide otra botella (Ah-ah-ah) Es que a esa hora tiene la nota en alta La felicidad en ella resalta Y ahora a lo oscuro y sin disimulo (Eso e' Olvidando la' pena' la (Ah) Ahora hace lo que quiere cuando quiere (Oh-oh) Y si no quiere  eres otro que se jode (Here we go again!) Cuando el DJ pone la (Eso e' Ella baila como nunca (Pa' que sepa) Y ahora a lo oscuro (Oh-oh)  y sin disimulo (Oh-oh) Olvidando la' pena' la Cuando el DJ pone la Ella baila como nunca (The Real Ahora hace lo que quiere cuando quiere Y si no quiere  eres otro que se jode The Real Sech (Sech) La verdadera vuelta   baby  and Puerto Rico Flow  -ow-ow-ow-ow Stop that shit  nigga Sech Oye  baby  dile al noviecito tuyo Que e' el de la verdadera vuelta   pero en el Uber",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036
"264","1erDNx55IWAE9OYuBTRYgc","Oh  hush  my dear  it's been a difficult year And terrors don't prey on innocent victims Trust me  darlin'  trust me darlin' It's been a loveless year I'm a man of three fears: Integrity  faith  and crocodile tears Trust me  darlin'  trust me  darlin' So look me in the eyes (Eyes)  tell me what you see (You see) Perfect paradise  tearin' at the seams (Seams) I wish I could escape it (Escape)  I don't wanna fake it Wish I could erase it (Erase)  make your heart believe But I'm a bad liar  bad liar Now you know  now you know I'm a bad liar  bad liar Now you know  you're free to go Did all my dreams never mean one thing  Does happiness lie in a diamond ring  Oh  I've been askin' Oh  I've been askin' for problems  problems  problems I wage my war  on the world inside I take my gun to the enemy's side Oh  I've been askin' (Trust me  darlin') Oh  I've been askin' for (Trust me  darlin') problems  problems  problems So look me in the eyes (Eyes)  tell me what you see (You see) Perfect paradise  tearin' at the seams (Seams) I wish I could escape it (Escape)  I don't wanna fake it Wish I could erase it (Erase)  make your heart believe But I'm a bad liar  bad liar Now you know  now you know I'm a bad liar  bad liar Now you know  you're free to go I can't breathe  I can't be I can't be what you want me to be Believe me  this one time Believe me I'm a bad liar  bad liar Now you know  now you know I'm a bad liar  bad liar Now you know  you're free to go Oh-oh-oh Please believe me Please believe me",0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913
"299","1kBbgxAUc4HQv7cgIayIDH","Turn you to a dancer;Yeah;Internet Money, bitch;I got black, I got white, what you want?;Hop outside a Ghost and hop up in a Phantom;I know I'm 'bout to blow, I ain't dumb;They try to take my flow, I take they ass for ransom;I know that I'm gone;They see me blowin' up, now they say they want some;I got two twin Glocks, turn you to a dancer;I see two twin opps, leave 'em on a banner;And I got two thick thots, wanna link the gang, yeah;I got red, I got blue, what you want?;The Chanel or Balenciaga, Louis and Vuitton;She know I got the Fendi, Prada when I hit Milan;I needed me a die or rider, I need me the one;I started from the bottom, you could see the way I stunt;I want all the diamonds, I want that shit to weigh a ton;The opps, they tryna line me 'cause they hate the place I'm from;But them niggas don't know me, they just know the place I'm from;I got lots of shawties tryna pull up to my place;But you ain't want me last year, so just get up out my face;They all up in my inbox, so I know they want a taste;I know they want my downfall, lil' nigga, are you laced?;I got black, I got white, what you want?;Hop outside a Ghost and hop up in a Phantom;I know I'm 'bout to blow, I ain't dumb;They try to take my flow, I take they ass for ransom;I know that I'm gone;They see me blowin' up, now they say they want  some;I got two twin Glocks, turn you to a dancer;I see two twin opps, leave 'em on a banner;And I got two thick thots, wanna link the gang, yeah;I got black, I got white, what you want?;Hop outside a Ghost and hop up in a Phantom;I know I'm 'bout to blow, I ain't dumb;They try to take my flow, I take they ass for ransom;I know that I'm gone;They see me blowin' up, now they say they want  some;I got two twin Glocks, turn you to a dancer;I see two twin opps, leave 'em on a banner;And I got two thick thots, wanna link the gang, yeah",0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974
