"","Region","Track.Name","Artist","total_stream","yearly_rank","track_id","artists","artists_IDs","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Artist_ID"
"5346","sg","Better","Khalid",3023578,46,"6zeeWid2sgw4lap2jV61PZ","Khalid","6LuN9FCkKOj5PcnpouEgny",0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,"6LuN9FCkKOj5PcnpouEgny"
"5347","sg","Let Me Down Slowly","Alec Benjamin",3019689,47,"2qxmye6gAegTMjLKEBoR3d","Alec Benjamin","5IH6FPUwQTxPSXurCrcIov",0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,4,"5IH6FPUwQTxPSXurCrcIov"
"5348","sg","Call You Mine","The Chainsmokers",2936551,48,"05CwHjIk71RXVU40boRMnR","The Chainsmokers;Bebe Rexha","69GGBxA162lTqCwzJG5jLp;64M6ah0SkkRsnPGtGiRAbb",0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,217653,4,"69GGBxA162lTqCwzJG5jLp"
"5349","sg","等你下課","Jay Chou",2923012,49,"76WthWB0v0KXUHZoAclMVV","Jay Chou;Gary Yang","2elBjNSdBE2Y3f0j1mjrql;4iFznCrxI2nlVer46cgvWG",0.589,0.465,8,-8.416,1,0.0325,0.477,0,0.101,0.416,147.921,270000,4,"2elBjNSdBE2Y3f0j1mjrql"
"5350","sg","Goodbyes (Feat. Young Thug)","Post Malone",2894048,50,"6vBdBCoOhKHiYDDOcorfNo","Post Malone;Young Thug","246dkjvS1zLTtiykXe5h60;50co4Is1HCEo8bhOyUWKpn",0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960,4,"246dkjvS1zLTtiykXe5h60"
"5351","sg","High Hopes","Panic! At The Disco",2888992,51,"1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","20JZFwl6HVl6yg8a4H3ZqK",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,"20JZFwl6HVl6yg8a4H3ZqK"
"5352","sg","小幸運","Hebe Tien",2781572,52,"1ZeVIrCWzEmsJexkrgvjFv","Hebe Tien","14bJhryXGk6H6qlGzwj3W5",0.519,0.412,0,-8.584,1,0.0365,0.75,0,0.101,0.506,157.916,265522,4,"14bJhryXGk6H6qlGzwj3W5"
"5353","sg","以後別做朋友","Eric Chou",2771556,53,"7zyYmIdjqqiX6kLryb7QBx","Eric Chou","5fEQLwq1BWWQNR8GzhOIvi",0.423,0.36,3,-9.458,1,0.0372,0.728,0,0.105,0.291,130.576,260573,4,"5fEQLwq1BWWQNR8GzhOIvi"
"5354","sg","Saturday Nights","Khalid",2766169,54,"5kfNriitmkNE8mUbZ7gbq8","Khalid","6LuN9FCkKOj5PcnpouEgny",0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4,"6LuN9FCkKOj5PcnpouEgny"
"5355","sg","Too Good At Goodbyes","Sam Smith",2721769,55,"1mXVgsBdtIVeCLJnSnmtdV","Sam Smith","2wY79sveU1sp5g7SokKOiI",0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,4,"2wY79sveU1sp5g7SokKOiI"
"5356","sg","可惜沒如果","JJ Lin",2654749,56,"6WoQzK5Exbfcmow1AoNRkl","JJ Lin","7Dx7RhX0mFuXhCOUgB01uM",0.486,0.424,0,-5.755,1,0.0262,0.617,0,0.116,0.286,79.989,298293,4,"7Dx7RhX0mFuXhCOUgB01uM"
"5357","sg","不為誰而作的歌","JJ Lin",2617032,57,"0VqSdtXseb9khdZrnYVyM1","JJ Lin","7Dx7RhX0mFuXhCOUgB01uM",0.402,0.641,2,-5.905,1,0.0335,0.534,0,0.112,0.252,145.054,265800,4,"7Dx7RhX0mFuXhCOUgB01uM"
"5358","sg","Here With Me","Marshmello",2585206,58,"5icOoE6VgqFKohjWWNp0Ac","Marshmello;CHVRCHES","64KEffDW9EtZ1y2vBYgq8T;3CjlHNtplJyTf9npxaPl5w",0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347,4,"64KEffDW9EtZ1y2vBYgq8T"
"5359","sg","Big Plans","Why Don't We",2531275,59,"3eng6TJxpqjvDkxRpnfnhB","Why Don't We","2jnIB6XdLvnJUeNTy5A0J2",0.693,0.604,11,-5.279,1,0.0427,0.0668,0,0.114,0.651,75.014,179930,4,"2jnIB6XdLvnJUeNTy5A0J2"
"5360","sg","說散就散","JC 陳泳彤",2530572,60,"3CE1HoJJ0FVKo7JHsWIuvC","JC 陳泳彤","757epCpvbpqyBoMMzbIC3g",0.505,0.63,2,-6.804,1,0.125,0.553,0,0.229,0.375,139.712,230571,4,"757epCpvbpqyBoMMzbIC3g"
"5361","sg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",2506190,61,"4w8niZpiMy6qz1mntFA5uM","DJ Snake;Selena Gomez;Ozuna;Cardi B","540vIaP2JwjQb9dm3aArA4;0C8ZW7ezQVs4URX5aX7Kqx;1i8SpTcr7yvPOmcqrbnVXY;4kYSro6naA4h99UJvo89HB",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4,"540vIaP2JwjQb9dm3aArA4"
"5362","sg","她說","JJ Lin",2502802,62,"632VyMrvhsHIsO4zq9khts","JJ Lin","7Dx7RhX0mFuXhCOUgB01uM",0.335,0.326,0,-7.223,1,0.0331,0.948,0,0.0619,0.326,169.267,318499,4,"7Dx7RhX0mFuXhCOUgB01uM"
"5363","sg","Youngblood","5 Seconds of Summer",2489186,63,"2iUXsYOEPhVqEBwsqP70rE","5 Seconds of Summer","5Rl15oVamLq7FbSb0NNBNy",0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,"5Rl15oVamLq7FbSb0NNBNy"
"5364","sg","Photograph","Ed Sheeran",2487173,64,"6fxVffaTuwjgEk5h9QyRjy","Ed Sheeran","6eUKZXaKkcviH0Ku9w2n3V",0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,"6eUKZXaKkcviH0Ku9w2n3V"
"5365","sg","There's No Way (feat. Julia Michaels)","Lauv",2476357,65,"2hnxrRNzF74mdDzpQZQukQ","Lauv;Julia Michaels","5JZ7CnR6gTvEMKX4g70Amv;0ZED1XzwlLHW4ZaG4lOT6m",0.755,0.625,2,-7.114,1,0.0896,0.49,0,0.157,0.374,147.02,174861,4,"5JZ7CnR6gTvEMKX4g70Amv"
"5366","sg","Shape of You","Ed Sheeran",2455906,66,"7qiZfU4dY1lWllzX7mPBI3","Ed Sheeran","6eUKZXaKkcviH0Ku9w2n3V",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4,"6eUKZXaKkcviH0Ku9w2n3V"
"5367","sg","You Are The Reason","Calum Scott",2447813,67,"69vToJ9BMbbLlFZo7k7A7B","Calum Scott","6ydoSd3N2mwgwBHtF6K7eX",0.331,0.235,10,-7.7,1,0.0299,0.918,0,0.137,0.218,171.232,204326,3,"6ydoSd3N2mwgwBHtF6K7eX"
"5368","sg","This Feeling","The Chainsmokers",2444373,68,"4NBTZtAt1F13VvlSKe6KTl","The Chainsmokers;Kelsea Ballerini","69GGBxA162lTqCwzJG5jLp;3RqBeV12Tt7A8xH3zBDDUF",0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,197947,4,"69GGBxA162lTqCwzJG5jLp"
"5369","sg","I.F.L.Y.","Bazzi",2421109,69,"4a6q8CR2hzLk2plDkSxkfD","Bazzi","4GvEc3ANtPPjt1ZJllr5Zl",0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,165714,4,"4GvEc3ANtPPjt1ZJllr5Zl"
"5370","sg","FANCY","TWICE",2378888,70,"2FXd6kKCtBIc6UfN1gH1pA","TWICE","7n2Ycct7Beij7Dj7meI4X0",0.697,0.874,5,-2.15,0,0.045,0.0122,0,0.627,0.775,132.022,213886,4,"7n2Ycct7Beij7Dj7meI4X0"
"5371","sg","Don't Know What To Do","BLACKPINK",2360471,71,"0zYqFyhiTj419q56lNsjk0","BLACKPINK","41MozSoPIsD1dJM0CLPjZF",0.628,0.64,6,-4.164,0,0.049,0.0992,0,0.138,0.409,129.815,201081,4,"41MozSoPIsD1dJM0CLPjZF"
"5372","sg","The Middle","Zedd",2359027,72,"09IStsImFySgyp0pIQdqAc","Zedd;Maren Morris;Grey","2qxJFvFYMEDqd7ui6kSAcq;6WY7D3jk8zTrHtmkqqo5GI;4lDBihdpMlOalxy1jkUbPl",0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4,"2qxJFvFYMEDqd7ui6kSAcq"
"5373","sg","Havana (feat. Young Thug)","Camila Cabello",2309869,73,"1rfofaqEpACxVEHIZBJe6W","Camila Cabello;Young Thug","4nDoRrQiYLoBzwC5BhVJzF;50co4Is1HCEo8bhOyUWKpn",0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,"4nDoRrQiYLoBzwC5BhVJzF"
"5374","sg","光年之外 (電影 《Passengers》 中國區主題曲)","G.E.M.",2300573,74,"1bkvGbgK4HU8B7Ue4k7O7I","G.E.M.","7aRC4L63dBn3CiLDuWaLSI",0.539,0.668,1,-6.825,0,0.0825,0.4,0,0.0864,0.238,175.867,235505,4,"7aRC4L63dBn3CiLDuWaLSI"
"5375","sg","你要的全拿走","Tiger Hu",2296665,75,"37BXaP8wCJrH0M3AdtSNyk","Tiger Hu","3PpIzdLny8HwTnKp9joXdj",0.618,0.573,4,-5.309,1,0.0363,0.339,0,0.13,0.157,133.986,299334,4,"3PpIzdLny8HwTnKp9joXdj"
"5376","sg","Rewrite The Stars","Zac Efron",2274769,76,"630sXRhIcfwr2e4RdNtjKN","Zac Efron;Zendaya","6U1dBXJhC8gXFjamvFTmHg;6sCbFbEjbYepqswM1vWjjs",0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440,4,"6U1dBXJhC8gXFjamvFTmHg"
"5377","sg","DDU-DU DDU-DU","BLACKPINK",2242160,77,"2aI2k39nfa3KFsa4JclQzw","BLACKPINK","41MozSoPIsD1dJM0CLPjZF",0.671,0.859,4,-3.922,0,0.0833,0.0323,0,0.267,0.389,139.931,209355,4,"41MozSoPIsD1dJM0CLPjZF"
"5378","sg","You Need To Calm Down","Taylor Swift",2238689,78,"29fRTIKsJhLUJoldM89GZS","Taylor Swift","06HL4z0CvFAxyc27GXpf02",0.769,0.678,2,-5.604,1,0.0507,0.00838,0,0.0596,0.706,85.025,171387,4,"06HL4z0CvFAxyc27GXpf02"
"5379","sg","Never Really Over","Katy Perry",2223500,79,"5PYQUBXc7NYeI1obMKSJK0","Katy Perry","6jJ0s89eD6GaHleKKya26X",0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,223523,4,"6jJ0s89eD6GaHleKKya26X"
"5380","sg","修煉愛情","JJ Lin",2199028,80,"190kU2WKyIzx9XaBjfWRPk","JJ Lin","7Dx7RhX0mFuXhCOUgB01uM",0.471,0.648,3,-3.968,1,0.0342,0.63,0,0.122,0.239,135.053,287000,4,"7Dx7RhX0mFuXhCOUgB01uM"
"5381","sg","break up with your girlfriend, i'm bored","Ariana Grande",2190070,81,"4kV4N9D1iKVxx1KLvtTpjS","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,190440,4,"66CXWjxzNUsdJxJ2JdwvnR"
"5382","sg","晴天","Jay Chou",2184268,82,"0F02KChKwbcQ3tk4q1YxLH","Jay Chou","2elBjNSdBE2Y3f0j1mjrql",0.547,0.567,7,-7.295,1,0.0242,0.276,0.000548,0.104,0.399,137.13,269747,4,"2elBjNSdBE2Y3f0j1mjrql"
"5383","sg","年少有為","Ronghao Li",2173849,83,"6XY80Ofqd8j0SGiEdRLwCp","Ronghao Li","0rTP0x4vRFSDbhtqcCqc8K",0.518,0.462,10,-8.471,1,0.0277,0.322,3.13e-06,0.117,0.289,131.892,279147,4,"0rTP0x4vRFSDbhtqcCqc8K"
"5384","sg","不該","Jay Chou",2172345,84,"7LyCtbxher5m97MImn5M3l","Jay Chou;A-Mei Chang","2elBjNSdBE2Y3f0j1mjrql;6noxsCszBEEK04kCehugOp",0.441,0.619,4,-6.609,1,0.0293,0.19,0,0.118,0.187,75.027,290133,4,"2elBjNSdBE2Y3f0j1mjrql"
"5385","sg","Lily","Alan Walker",2171689,85,"0lks2Kt9veMOFEAPN0fsqN","Alan Walker;K-391;Emelie Hollow","7vk5e3vY1uw9plTHJAMwjN;6pWcSL9wSJZQ9ne0TnhdWr;61pvU6ZLOF3bl0IOtbmME7",0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,195840,4,"7vk5e3vY1uw9plTHJAMwjN"
"5386","sg","Falling Like The Stars","James Arthur",2168365,86,"15xWRPHQMeqgdkGzInx3PY","James Arthur","4IWBUUAFIplrNtaOHcJPRM",0.296,0.351,6,-9.538,1,0.0351,0.823,1.5e-06,0.11,0.19,177.596,212720,3,"4IWBUUAFIplrNtaOHcJPRM"
"5387","sg","Circles","Post Malone",2164624,87,"0Yde1VrWbGF2Tus2AQhMuT","Post Malone","246dkjvS1zLTtiykXe5h60",0.703,0.756,0,-3.407,1,0.0376,0.222,0.00281,0.0829,0.536,119.999,215280,4,"246dkjvS1zLTtiykXe5h60"
"5388","sg","As If It's Your Last","BLACKPINK",2137479,88,"1Zyd6zQnC6XIIzmg3hP7Ot","BLACKPINK","41MozSoPIsD1dJM0CLPjZF",0.786,0.853,8,-2.687,1,0.0816,0.0688,0,0.0759,0.45,125.034,213264,4,"41MozSoPIsD1dJM0CLPjZF"
"5389","sg","真的傻 (電影《一吻定情》追愛版主題曲)","LaLa Hsu",2136107,89,"7mCr6Rn5jx04Fisvts97Z3","LaLa Hsu","3dI4Io8XE33J2o04ZwjR0Y",0.522,0.383,4,-10.962,1,0.0285,0.714,1.67e-05,0.106,0.332,150.018,256000,4,"3dI4Io8XE33J2o04ZwjR0Y"
"5390","sg","Something Just Like This","The Chainsmokers",2117072,90,"6RUKPb4LETWmmr3iAEQktW","The Chainsmokers;Coldplay","69GGBxA162lTqCwzJG5jLp;4gzpq5DPGxSnKTe4SA8HAU",0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4,"69GGBxA162lTqCwzJG5jLp"
"5391","sg","Talk (feat. Disclosure)","Khalid",2097568,91,"6TqXcAFInzjp0bODyvrWEq","Khalid;Disclosure","6LuN9FCkKOj5PcnpouEgny;6nS5roXSAGhTGr34W6n7Et",0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,197573,4,"6LuN9FCkKOj5PcnpouEgny"
"5392","sg","Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2088288,92,"4hQ6UGyWQIGJmHSo0J88JW","Selena Gomez","0C8ZW7ezQVs4URX5aX7Kqx",0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,4,"0C8ZW7ezQVs4URX5aX7Kqx"
"5393","sg","Wow.","Post Malone",2082111,93,"2ve5NyzWHUbIYxL33goCX7","Post Malone","246dkjvS1zLTtiykXe5h60",0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4,"246dkjvS1zLTtiykXe5h60"
"5394","sg","Rescue Me","OneRepublic",2055031,94,"0mjAU3yKR1QnXnHtjGJqTM","OneRepublic","5Pwc4xIPtQLFEnJriah9YJ",0.759,0.605,7,-7.737,1,0.0433,0.156,0,0.694,0.64,121.049,158900,4,"5Pwc4xIPtQLFEnJriah9YJ"
"5395","sg","8 Letters","Why Don't We",2048972,95,"4zRZAmBQP8vhNPf9i9opXt","Why Don't We","2jnIB6XdLvnJUeNTy5A0J2",0.607,0.478,1,-5.702,0,0.031,0.649,0,0.0928,0.255,88.979,190027,4,"2jnIB6XdLvnJUeNTy5A0J2"
"5396","sg","when the party's over","Billie Eilish",2038165,96,"14JzyD6FlBD5z0wV5P07YI","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"6qqNVTkY8uBg9cP3Jd7DAH"
"5397","sg","後來的我們","Mayday",2036544,97,"13AruKdh8wJhWx6i5dV8X1","Mayday","16s0YTFcyjP4kgFwt7ktrY",0.488,0.602,0,-3.697,1,0.0277,0.0119,0,0.0825,0.225,78.011,346282,4,"16s0YTFcyjP4kgFwt7ktrY"
"5398","sg","Closer","The Chainsmokers",2019843,98,"7BKLCZ1jbUBVqRi2FVlTVw","The Chainsmokers;Halsey","69GGBxA162lTqCwzJG5jLp;26VFTg2z8YR0cCuwLzESi2",0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4,"69GGBxA162lTqCwzJG5jLp"
"5399","sg","Treat You Better","Shawn Mendes",2009983,99,"3QGsuHI8jO1Rx4JWLUh9jd","Shawn Mendes","7n2wHs1TKAczGzO7Dd2rGr",0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,4,"7n2wHs1TKAczGzO7Dd2rGr"
"5400","sg","Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",1992628,100,"6mQLN3zRtAp6ovjusyYKrV","James Arthur;Anne-Marie","4IWBUUAFIplrNtaOHcJPRM;1zNqDE7qDGCsyzJwohVaoX",0.67,0.743,10,-4.993,1,0.0393,0.237,0,0.465,0.571,125.944,218293,4,"4IWBUUAFIplrNtaOHcJPRM"
"5401","sk","bad guy","Billie Eilish",1074264,1,"2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"5402","sk","Señorita","Shawn Mendes",1027746,2,"0TK2YIli7K1leLovkQiNik","Shawn Mendes;Camila Cabello","7n2wHs1TKAczGzO7Dd2rGr;4nDoRrQiYLoBzwC5BhVJzF",0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960,4,"7n2wHs1TKAczGzO7Dd2rGr"
"5403","sk","Shallow","Lady Gaga",842144,3,"2VxeLyX666F8uXCJ0dZF8B","Lady Gaga;Bradley Cooper","1HY2Jd0NmPuamShAr6KMms;4VIvfOurcf0vuLRxLkGnIG",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4,"1HY2Jd0NmPuamShAr6KMms"
"5404","sk","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",833266,4,"0RiRZpuVRbi7oqRdSMwhQY","Post Malone;Swae Lee","246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4,"246dkjvS1zLTtiykXe5h60"
"5405","sk","I Don't Care (with Justin Bieber)","Ed Sheeran",766213,5,"0hVXuCcriWRGvwMV1r5Yn9","Ed Sheeran;Justin Bieber","6eUKZXaKkcviH0Ku9w2n3V;1uNFoZAHBGtllmzznpCI3s",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"6eUKZXaKkcviH0Ku9w2n3V"
"5406","sk","Sweet but Psycho","Ava Max",680763,6,"25sgk305KZfyuqVBQIahim","Ava Max","4npEfmQ6YuiwW1GpUmaq3F",0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"4npEfmQ6YuiwW1GpUmaq3F"
"5407","sk","Dance Monkey","Tones and I",657930,7,"1rgnBhdG2JDFTbYkYRZAku","Tones and I","2NjfBq1NflQcKSeiDooVjY",0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,209755,4,"2NjfBq1NflQcKSeiDooVjY"
"5408","sk","Wow.","Post Malone",654655,8,"2ve5NyzWHUbIYxL33goCX7","Post Malone","246dkjvS1zLTtiykXe5h60",0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4,"246dkjvS1zLTtiykXe5h60"
"5409","sk","Bad Liar","Imagine Dragons",645729,9,"1erDNx55IWAE9OYuBTRYgc","Imagine Dragons","53XhwfbYqKCa1cC15pYq2q",0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4,"53XhwfbYqKCa1cC15pYq2q"
"5410","sk","7 rings","Ariana Grande",643317,10,"14msK75pk3pA33pzPVNtBF","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142,178640,4,"66CXWjxzNUsdJxJ2JdwvnR"
"5411","sk","Someone You Loved","Lewis Capaldi",642788,11,"2TIlqbIneP0ZY1O0EzYLlc","Lewis Capaldi","4GNC7GD6oZMSxPGyXy4MNB",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,"4GNC7GD6oZMSxPGyXy4MNB"
"5412","sk","Beautiful People (feat. Khalid)","Ed Sheeran",640793,12,"4evmHXcjt3bTUHD1cvny97","Ed Sheeran;Khalid","6eUKZXaKkcviH0Ku9w2n3V;6LuN9FCkKOj5PcnpouEgny",0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,"6eUKZXaKkcviH0Ku9w2n3V"
"5413","sk","Without Me","Halsey",639136,13,"5p7ujcrUXASCNwRaWNHR1C","Halsey","26VFTg2z8YR0cCuwLzESi2",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,"26VFTg2z8YR0cCuwLzESi2"
"5414","sk","Piece Of Your Heart","MEDUZA",607985,14,"1DFD5Fotzgn6yYXkYsKiGs","MEDUZA;Goodboys","0xRXCcSX89eobfrshSVdyu;2nm38smINjms1LtczR0Cei",0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4,"0xRXCcSX89eobfrshSVdyu"
"5415","sk","Happier","Marshmello",576989,15,"2dpaYNEQHiRxtZbfNsse99","Marshmello;Bastille","64KEffDW9EtZ1y2vBYgq8T;7EQ0qTo7fWT7DPxmxtSYEc",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,"64KEffDW9EtZ1y2vBYgq8T"
"5416","sk","when the party's over","Billie Eilish",576421,16,"14JzyD6FlBD5z0wV5P07YI","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"6qqNVTkY8uBg9cP3Jd7DAH"
"5417","sk","Sucker","Jonas Brothers",567302,17,"22vgEDb5hykfaTwLuskFGD","Jonas Brothers","7gOdHgIoIKoe4i9Tta6qdD",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027,4,"7gOdHgIoIKoe4i9Tta6qdD"
"5418","sk","High Hopes","Panic! At The Disco",562307,18,"1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","20JZFwl6HVl6yg8a4H3ZqK",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,"20JZFwl6HVl6yg8a4H3ZqK"
"5419","sk","In My Mind","Dynoro",561201,19,"0E9ZjEAyAwOXZ7wJC0PD33","Dynoro;Gigi D'Agostino","3v6Ji4uoWtKRkhuDUaxi9n;1OAjDaKgg00KCUYqDe68un",0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,"3v6Ji4uoWtKRkhuDUaxi9n"
"5420","sk","Lepšia Pesnička","DMS",556655,20,"6ntmdHcXnxQFnjFhgaInIV","DMS","74T1WwwA8A9fXkT3jhk49D",0.742,0.574,3,-6.539,0,0.291,0.633,0,0.0953,0.561,160.261,198750,4,"74T1WwwA8A9fXkT3jhk49D"
"5421","sk","Bohemian Rhapsody - Remastered 2011","Queen",555361,21,"4u7EnebtmKWzUH433cf5Qv","Queen","1dfeR4HaWDbWqFHLkxsg1d",0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4,"1dfeR4HaWDbWqFHLkxsg1d"
"5422","sk","Gauč Storytelling","Gleb",527038,22,"0NVocBNVd5KHLcRssFWmTv","Gleb","6P55YsIOHmgooCXGQXcSga",0.809,0.764,11,-6.773,0,0.253,0.11,0,0.185,0.158,104.059,271432,4,"6P55YsIOHmgooCXGQXcSga"
"5423","sk","Better Now","Post Malone",521155,23,"7dt6x5M1jzdTEt8oCbisTK","Post Malone","246dkjvS1zLTtiykXe5h60",0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4,"246dkjvS1zLTtiykXe5h60"
"5424","sk","Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",505936,24,"40OMBMYRk5IQL6xCzGM0JA","Martin Garrix;Macklemore;Fall Out Boy","60d24wfXkVzDSfLS6hyCjZ;3JhNCzhSMTxs9WLGJJxWOY;4UXqAaa6dQYAk18Lv7PEgX",0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,4,"60d24wfXkVzDSfLS6hyCjZ"
"5425","sk","Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",505518,25,"4O4HtthxTvVL1Z1PuDb7GX","Lil Nas X;Billy Ray Cyrus","7jVv8c5Fj3E9VhNjxT4snq;60rpJ9SgigSd16DOAG7GSa",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,"7jVv8c5Fj3E9VhNjxT4snq"
"5426","sk","bury a friend","Billie Eilish",505004,26,"4NzMOnvSJVNKF7nw5NkXIP","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"5427","sk","Eastside (with Halsey & Khalid)","benny blanco",497080,27,"0d2iYfpKoM0QCKvcLCkBao","benny blanco;Halsey;Khalid","5CiGnKThu5ctn9pBxv7DGa;26VFTg2z8YR0cCuwLzESi2;6LuN9FCkKOj5PcnpouEgny",0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173800,4,"5CiGnKThu5ctn9pBxv7DGa"
"5428","sk","Natural","Imagine Dragons",492575,28,"2FY7b99s15jUprqC0M5NCT","Imagine Dragons","53XhwfbYqKCa1cC15pYq2q",0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100,189467,4,"53XhwfbYqKCa1cC15pYq2q"
"5429","sk","Old Town Road","Lil Nas X",490200,29,"0F7FA14euOIX8KcbEturGH","Lil Nas X","7jVv8c5Fj3E9VhNjxT4snq",0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4,"7jVv8c5Fj3E9VhNjxT4snq"
"5430","sk","Zlatí a Zároveň Kanál","DMS",477332,30,"5N3u2S8O3cm6F23FNGGPwi","DMS","74T1WwwA8A9fXkT3jhk49D",0.701,0.881,1,-5.683,0,0.316,0.557,0,0.166,0.738,139.961,185143,4,"74T1WwwA8A9fXkT3jhk49D"
